ID,Cluster
100000322,4
100000323,2
100000324,2
100000325,4
100000326,3
100000327,2
100000328,4
100000329,2
100000330,2
100000331,2
100000332,4
100000333,4
100000334,3
100000335,2
100000336,4
100000337,3
100000338,4
100000339,2
100000340,3
100000341,4
100000342,3
100000343,4
100000344,2
100000345,3
100000346,3
100000347,2
100000348,3
100000349,3
100000350,2
100000351,4
100000352,4
100000353,2
100000354,2
100000355,2
100000356,3
100000357,2
100000358,2
100000359,4
100000360,4
100000361,2
100000362,2
100000363,4
100000364,4
100000365,3
100000366,2
100000367,2
100000368,4
100000369,2
100000370,4
100000371,2
100000372,2
100000373,4
100000374,2
100000375,4
100000376,4
100000377,4
100000378,2
100000379,2
100000380,3
100000381,2
100000382,4
100000383,4
100000384,2
100000385,3
100000386,4
100000387,4
100000388,2
100000389,2
100000390,4
100000391,4
100000392,3
100000393,2
100000394,4
100000395,2
100000396,2
100000397,4
100000398,4
100000399,4
100000400,3
100000401,4
100000402,4
100000403,2
100000404,3
100000405,2
100000406,4
100000407,2
100000408,4
100000409,4
100000410,4
100000411,4
100000412,2
100000413,2
100000414,3
100000415,4
100000416,2
100000417,3
100000418,4
100000419,4
100000420,4
100000421,4
100000422,2
100000423,3
100000424,2
100000425,4
100000426,4
100000427,2
100000428,2
100000429,2
100000430,3
100000431,3
100000432,2
100000433,2
100000434,4
100000435,2
100000436,4
100000437,3
100000438,4
100000439,3
100000440,3
100000441,2
100000442,4
100000443,2
100000444,3
100000445,4
100000446,3
100000447,4
100000448,2
100000449,4
100000450,4
100000451,2
100000452,4
100000453,2
100000454,2
100000455,2
100000456,4
100000457,2
100000458,2
100000459,4
100000460,2
100000461,2
100000462,2
100000463,4
100000464,2
100000465,2
100000466,2
100000467,3
100000468,2
100000469,4
100000470,3
100000471,4
100000472,4
100000473,3
100000474,2
100000475,4
100000476,4
100000477,2
100000478,2
100000479,3
100000480,2
100000481,3
100000482,2
100000483,4
100000484,4
100000485,2
100000486,2
100000487,2
100000488,4
100000489,3
100000490,2
100000491,2
100000492,4
100000493,4
100000494,2
100000495,3
100000496,4
100000497,2
100000498,2
100000499,3
100000500,4
100000501,4
100000502,2
100000503,4
100000504,2
100000505,4
100000506,3
100000507,2
100000508,2
100000509,4
100000510,2
100000511,2
100000512,2
100000513,2
100000514,4
100000515,2
100000516,4
100000517,3
100000518,4
100000519,2
100000520,2
100000521,2
100000522,4
100000523,2
100000524,4
100000525,3
100000526,2
100000527,4
100000528,3
100000529,4
100000530,3
100000531,2
100000532,4
100000533,4
100000534,4
100000535,2
100000536,4
100000537,1
100000538,4
100000539,2
100000540,3
100000541,4
100000542,2
100000543,2
100000544,3
100000545,3
100000546,2
100000547,4
100000548,2
100000549,3
100000550,2
100000551,4
100000552,3
100000553,4
100000554,2
100000555,1
100000556,2
100000557,4
100000558,4
100000559,2
100000560,3
100000561,2
100000562,3
100000563,4
100000564,2
100000565,2
100000566,4
100000567,4
100000568,2
100000569,2
100000570,4
100000571,3
100000572,2
100000573,4
100000574,3
100000575,3
100000576,4
100000577,4
100000578,4
100000579,4
100000580,3
100000581,2
100000582,3
100000583,4
100000584,3
100000585,4
100000586,4
100000587,2
100000588,3
100000589,3
100000590,2
100000591,3
100000592,4
100000593,3
100000594,3
100000595,2
100000596,3
100000597,4
100000598,3
100000599,2
100000600,2
100000601,4
100000602,4
100000603,3
100000604,4
100000605,4
100000606,2
100000607,2
100000608,4
100000609,2
100000610,2
100000611,4
100000612,3
100000613,4
100000614,4
100000615,4
100000616,2
100000617,2
100000618,2
100000619,4
100000620,3
100000621,2
100000622,2
100000623,4
100000624,4
100000625,2
100000626,2
100000627,2
100000628,2
100000629,2
100000630,3
100000631,4
100000632,2
100000633,2
100000634,4
100000635,3
100000636,2
100000637,4
100000638,2
100000639,4
100000640,2
100000641,3
100000642,3
100000643,2
100000644,4
100000645,4
100000646,2
100000647,4
100000648,4
100000649,2
100000650,3
100000651,2
100000652,3
100000653,2
100000654,2
100000655,2
100000656,2
100000657,3
100000658,2
100000659,4
100000660,2
100000661,4
100000662,4
100000663,2
100000664,2
100000665,3
100000666,2
100000667,2
100000668,4
100000669,2
100000670,2
100000671,3
100000672,2
100000673,2
100000674,4
100000675,3
100000676,4
100000677,2
100000678,4
100000679,3
100000680,4
100000681,4
100000682,2
100000683,4
100000684,4
100000685,3
100000686,2
100000687,2
100000688,2
100000689,2
100000690,2
100000691,4
100000692,3
100000693,2
100000694,3
100000695,2
100000696,2
100000697,2
100000698,3
100000699,2
100000700,2
100000701,3
100000702,2
100000703,4
100000704,2
100000705,4
100000706,4
100000707,2
100000708,4
100000709,4
100000710,3
100000711,2
100000712,4
100000713,2
100000714,3
100000715,2
100000716,2
100000717,2
100000718,2
100000719,2
100000720,4
100000721,2
100000722,4
100000723,3
100000724,1
100000725,4
100000726,3
100000727,3
100000728,4
100000729,4
100000730,4
100000731,2
100000732,3
100000733,3
100000734,4
100000735,4
100000736,3
100000737,4
100000738,3
100000739,2
100000740,3
100000741,2
100000742,3
100000743,2
100000744,2
100000745,2
100000746,3
100000747,4
100000748,3
100000749,2
100000750,2
100000751,4
100000752,3
100000753,3
100000754,4
100000755,2
100000756,4
100000757,3
100000758,2
100000759,2
100000760,2
100000761,4
100000762,4
100000763,3
100000764,2
100000765,4
100000766,3
100000767,3
100000768,4
100000769,2
100000770,3
100000771,4
100000772,4
100000773,2
100000774,2
100000775,3
100000776,4
100000777,2
100000778,4
100000779,2
100000780,1
100000781,2
100000782,2
100000783,3
100000784,3
100000785,4
100000786,3
100000787,2
100000788,2
100000789,2
100000790,2
100000791,4
100000792,2
100000793,4
100000794,4
100000795,2
100000796,4
100000797,2
100000798,3
100000799,4
100000800,3
100000801,2
100000802,3
100000803,4
100000804,2
100000805,3
100000806,2
100000807,3
100000808,2
100000809,2
100000810,3
100000811,4
100000812,3
100000813,2
100000814,2
100000815,2
100000816,4
100000817,4
100000818,4
100000819,4
100000820,4
100000821,4
100000822,4
100000823,2
100000824,3
100000825,4
100000826,4
100000827,4
100000828,2
100000829,2
100000830,2
100000831,2
100000832,4
100000833,2
100000834,4
100000835,3
100000836,2
100000837,4
100000838,3
100000839,2
100000840,4
100000841,2
100000842,3
100000843,4
100000844,2
100000845,2
100000846,2
100000847,2
100000848,4
100000849,2
100000850,3
100000851,4
100000852,2
100000853,2
100000854,3
100000855,2
100000856,4
100000857,4
100000858,2
100000859,4
100000860,2
100000861,2
100000862,4
100000863,4
100000864,3
100000865,3
100000866,4
100000867,4
100000868,2
100000869,2
100000870,4
100000871,4
100000872,2
100000873,2
100000874,4
100000875,3
100000876,4
100000877,2
100000878,2
100000879,2
100000880,2
100000881,2
100000882,4
100000883,2
100000884,1
100000885,4
100000886,4
100000887,2
100000888,2
100000889,2
100000890,2
100000891,2
100000892,2
100000893,3
100000894,2
100000895,2
100000896,2
100000897,4
100000898,4
100000899,3
100000900,2
100000901,2
100000902,4
100000903,2
100000904,4
100000905,2
100000906,2
100000907,3
100000908,4
100000909,3
100000910,3
100000911,4
100000912,3
100000913,4
100000914,4
100000915,2
100000916,4
100000917,2
100000918,2
100000919,4
100000920,2
100000921,4
100000922,2
100000923,4
100000924,2
100000925,4
100000926,2
100000927,4
100000928,2
100000929,2
100000930,3
100000931,3
100000932,4
100000933,2
100000934,2
100000935,4
100000936,2
100000937,3
100000938,4
100000939,2
100000940,2
100000941,2
100000942,3
100000943,2
100000944,3
100000945,4
100000946,4
100000947,2
100000948,2
100000949,3
100000950,2
100000951,3
100000952,2
100000953,4
100000954,4
100000955,4
100000956,4
100000957,3
100000958,3
100000959,3
100000960,2
100000961,4
100000962,4
100000963,2
100000964,2
100000965,3
100000966,4
100000967,3
100000968,4
100000969,4
100000970,3
100000971,2
100000972,3
100000973,3
100000974,2
100000975,4
100000976,3
100000977,1
100000978,2
100000979,3
100000980,4
100000981,2
100000982,2
100000983,4
100000984,2
100000985,3
100000986,4
100000987,4
100000988,1
100000989,2
100000990,3
100000991,3
100000992,3
100000993,3
100000994,2
100000995,2
100000996,3
100000997,4
100000998,2
100000999,2
100001000,2
100001001,4
100001002,2
100001003,4
100001004,4
100001005,1
100001006,1
100001007,2
100001008,4
100001009,4
100001010,4
100001011,2
100001012,1
100001013,4
100001014,4
100001015,4
100001016,1
100001017,2
100001018,2
100001019,4
100001020,2
100001021,1
100001022,4
100001023,2
100001024,3
100001025,4
100001026,4
100001027,1
100001028,2
100001029,4
100001030,2
100001031,2
100001032,1
100001033,2
100001034,2
100001035,4
100001036,1
100001037,2
100001038,2
100001039,4
100001040,4
100001041,4
100001042,4
100001043,4
100001044,4
100001045,2
100001046,4
100001047,4
100001048,4
100001049,4
100001050,4
100001051,4
100001052,2
100001053,4
100001054,2
100001055,4
100001056,4
100001057,4
100001058,1
100001059,4
100001060,4
100001061,1
100001062,2
100001063,2
100001064,4
100001065,1
100001066,4
100001067,4
100001068,1
100001069,4
100001070,2
100001071,4
100001072,4
100001073,2
100001074,4
100001075,4
100001076,1
100001077,1
100001078,2
100001079,4
100001080,4
100001081,4
100001082,2
100001083,1
100001084,4
100001085,4
100001086,4
100001087,1
100001088,2
100001089,2
100001090,4
100001091,2
100001092,1
100001093,4
100001094,2
100001095,2
100001096,1
100001097,2
100001098,2
100001099,4
100001100,1
100001101,2
100001102,4
100001103,2
100001104,4
100001105,2
100001106,2
100001107,2
100001108,2
100001109,4
100001110,2
100001111,4
100001112,2
100001113,2
100001114,4
100001115,4
100001116,2
100001117,2
100001118,2
100001119,4
100001120,2
100001121,2
100001122,2
100001123,2
100001124,2
100001125,4
100001126,2
100001127,2
100001128,4
100001129,2
100001130,2
100001131,4
100001132,3
100001133,2
100001134,2
100001135,2
100001136,4
100001137,2
100001138,2
100001139,2
100001140,2
100001141,4
100001142,4
100001143,2
100001144,2
100001145,2
100001146,2
100001147,2
100001148,4
100001149,4
100001150,2
100001151,4
100001152,2
100001153,2
100001154,4
100001155,4
100001156,4
100001157,2
100001158,2
100001159,2
100001160,4
100001161,4
100001162,2
100001163,2
100001164,2
100001165,4
100001166,2
100001167,2
100001168,2
100001169,4
100001170,2
100001171,2
100001172,3
100001173,3
100001174,4
100001175,2
100001176,2
100001177,2
100001178,4
100001179,2
100001180,3
100001181,3
100001182,2
100001183,2
100001184,4
100001185,2
100001186,3
100001187,2
100001188,3
100001189,2
100001190,3
100001191,2
100001192,4
100001193,2
100001194,3
100001195,4
100001196,3
100001197,2
100001198,2
100001199,2
100001200,2
100001201,4
100001202,2
100001203,2
100001204,2
100001205,4
100001206,3
100001207,2
100001208,2
100001209,3
100001210,2
100001211,4
100001212,3
100001213,4
100001214,4
100001215,2
100001216,2
100001217,2
100001218,2
100001219,2
100001220,2
100001221,2
100001222,4
100001223,3
100001224,2
100001225,2
100001226,4
100001227,2
100001228,2
100001229,2
100001230,2
100001231,4
100001232,4
100001233,2
100001234,4
100001235,2
100001236,4
100001237,4
100001238,2
100001239,2
100001240,3
100001241,4
100001242,2
100001243,4
100001244,2
100001245,2
100001246,4
100001247,3
100001248,3
100001249,4
100001250,2
100001251,4
100001252,2
100001253,2
100001254,4
100001255,2
100001256,2
100001257,2
100001258,3
100001259,4
100001260,2
100001261,2
100001262,4
100001263,4
100001264,2
100001265,2
100001266,4
100001267,2
100001268,2
100001269,4
100001270,2
100001271,2
100001272,4
100001273,2
100001274,4
100001275,2
100001276,2
100001277,3
100001278,4
100001279,2
100001280,4
100001281,3
100001282,2
100001283,2
100001284,2
100001285,4
100001286,4
100001287,3
100001288,4
100001289,3
100001290,2
100001291,2
100001292,2
100001293,2
100001294,2
100001295,3
100001296,2
100001297,2
100001298,2
100001299,2
100001300,2
100001301,3
100001302,3
100001303,4
100001304,4
100001305,3
100001306,4
100001307,4
100001308,4
100001309,4
100001310,4
100001311,3
100001312,4
100001313,3
100001314,4
100001315,4
100001316,4
100001317,1
100001318,4
100001319,4
100001320,3
100001321,4
100001322,3
100001323,4
100001324,4
100001325,3
100001326,4
100001327,4
100001328,3
100001329,3
100001330,4
100001331,4
100001332,3
100001333,3
100001334,3
100001335,3
100001336,3
100001337,4
100001338,3
100001339,3
100001340,3
100001341,4
100001342,4
100001343,4
100001344,3
100001345,4
100001346,4
100001347,3
100001348,3
100001349,4
100001350,4
100001351,3
100001352,4
100001353,4
100001354,4
100001355,4
100001356,4
100001357,4
100001358,4
100001359,3
100001360,4
100001361,4
100001362,4
100001363,3
100001364,4
100001365,3
100001366,4
100001367,4
100001368,4
100001369,3
100001370,3
100001371,4
100001372,4
100001373,3
100001374,3
100001375,3
100001376,3
100001377,3
100001378,4
100001379,4
100001380,3
100001381,4
100001382,3
100001383,4
100001384,4
100001385,4
100001386,4
100001387,4
100001388,4
100001389,4
100001390,4
100001391,3
100001392,3
100001393,4
100001394,1
100001395,3
100001396,4
100001397,3
100001398,1
100001399,4
100001400,3
100001401,3
100001402,4
100001403,4
100001404,4
100001405,4
100001406,3
100001407,3
100001408,4
100001409,3
100001410,4
100001411,3
100001412,3
100001413,3
100001414,4
100001415,4
100001416,4
100001417,3
100001418,4
100001419,4
100001420,4
100001421,4
100001422,4
100001423,4
100001424,3
100001425,4
100001426,4
100001427,4
100001428,4
100001429,1
100001430,4
100001431,4
100001432,4
100001433,1
100001434,3
100001435,4
100001436,3
100001437,3
100001438,4
100001439,3
100001440,4
100001441,4
100001442,4
100001443,3
100001444,4
100001445,3
100001446,3
100001447,3
100001448,3
100001449,3
100001450,3
100001451,4
100001452,4
100001453,4
100001454,3
100001455,3
100001456,4
100001457,4
100001458,3
100001459,4
100001460,3
100001461,3
100001462,4
100001463,4
100001464,3
100001465,4
100001466,4
100001467,4
100001468,4
100001469,3
100001470,3
100001471,3
100001472,4
100001473,4
100001474,3
100001475,3
100001476,4
100001477,3
100001478,4
100001479,3
100001480,3
100001481,3
100001482,4
100001483,4
100001484,3
100001485,4
100001486,4
100001487,4
100001488,4
100001489,4
100001490,3
100001491,4
100001492,3
100001493,4
100001494,4
100001495,4
100001496,1
100001497,4
100001498,4
100001499,3
100001500,4
100001501,3
100001502,4
100001503,4
100001504,3
100001505,4
100001506,4
100001507,3
100001508,3
100001509,4
100001510,4
100001511,3
100001512,3
100001513,3
100001514,3
100001515,3
100001516,4
100001517,3
100001518,3
100001519,3
100001520,4
100001521,4
100001522,4
100001523,3
100001524,4
100001525,4
100001526,3
100001527,3
100001528,4
100001529,4
100001530,3
100001531,4
100001532,4
100001533,4
100001534,4
100001535,4
100001536,4
100001537,4
100001538,3
100001539,4
100001540,4
100001541,4
100001542,3
100001543,4
100001544,3
100001545,4
100001546,4
100001547,4
100001548,3
100001549,3
100001550,4
100001551,4
100001552,3
100001553,3
100001554,3
100001555,3
100001556,3
100001557,4
100001558,4
100001559,3
100001560,4
100001561,3
100001562,4
100001563,4
100001564,4
100001565,4
100001566,4
100001567,4
100001568,4
100001569,4
100001570,3
100001571,3
100001572,4
100001573,1
100001574,3
100001575,4
100001576,3
100001577,1
100001578,4
100001579,3
100001580,3
100001581,4
100001582,4
100001583,4
100001584,4
100001585,3
100001586,3
100001587,4
100001588,3
100001589,4
100001590,3
100001591,3
100001592,3
100001593,4
100001594,4
100001595,4
100001596,3
100001597,4
100001598,4
100001599,4
100001600,4
100001601,3
100001602,3
100001603,2
100001604,4
100001605,4
100001606,3
100001607,3
100001608,3
100001609,3
100001610,3
100001611,3
100001612,3
100001613,3
100001614,3
100001615,3
100001616,4
100001617,3
100001618,3
100001619,2
100001620,3
100001621,3
100001622,3
100001623,3
100001624,3
100001625,3
100001626,3
100001627,3
100001628,3
100001629,2
100001630,2
100001631,3
100001632,3
100001633,4
100001634,3
100001635,3
100001636,3
100001637,2
100001638,2
100001639,3
100001640,3
100001641,3
100001642,3
100001643,2
100001644,3
100001645,3
100001646,4
100001647,3
100001648,3
100001649,4
100001650,3
100001651,3
100001652,2
100001653,2
100001654,2
100001655,3
100001656,4
100001657,3
100001658,3
100001659,3
100001660,3
100001661,2
100001662,4
100001663,4
100001664,3
100001665,4
100001666,4
100001667,4
100001668,4
100001669,3
100001670,3
100001671,3
100001672,3
100001673,3
100001674,3
100001675,4
100001676,3
100001677,3
100001678,3
100001679,3
100001680,2
100001681,3
100001682,4
100001683,3
100001684,4
100001685,2
100001686,3
100001687,3
100001688,3
100001689,4
100001690,4
100001691,3
100001692,3
100001693,3
100001694,3
100001695,3
100001696,3
100001697,4
100001698,3
100001699,4
100001700,4
100001701,2
100001702,3
100001703,2
100001704,4
100001705,3
100001706,4
100001707,3
100001708,3
100001709,3
100001710,4
100001711,3
100001712,3
100001713,3
100001714,3
100001715,3
100001716,4
100001717,3
100001718,2
100001719,4
100001720,4
100001721,3
100001722,3
100001723,3
100001724,4
100001725,3
100001726,3
100001727,3
100001728,3
100001729,4
100001730,3
100001731,4
100001732,4
100001733,4
100001734,2
100001735,2
100001736,4
100001737,3
100001738,3
100001739,3
100001740,3
100001741,2
100001742,3
100001743,3
100001744,4
100001745,3
100001746,4
100001747,3
100001748,3
100001749,3
100001750,3
100001751,4
100001752,3
100001753,3
100001754,3
100001755,4
100001756,4
100001757,4
100001758,3
100001759,2
100001760,3
100001761,3
100001762,3
100001763,3
100001764,4
100001765,3
100001766,2
100001767,3
100001768,3
100001769,3
100001770,3
100001771,4
100001772,3
100001773,3
100001774,4
100001775,3
100001776,3
100001777,3
100001778,2
100001779,4
100001780,3
100001781,4
100001782,3
100001783,4
100001784,3
100001785,2
100001786,3
100001787,4
100001788,3
100001789,3
100001790,3
100001791,3
100001792,3
100001793,3
100001794,4
100001795,4
100001796,3
100001797,3
100001798,3
100001799,4
100001800,3
100001801,3
100001802,2
100001803,3
100001804,4
100001805,3
100001806,2
100001807,3
100001808,3
100001809,3
100001810,3
100001811,4
100001812,3
100001813,3
100001814,3
100001815,3
100001816,2
100001817,3
100001818,4
100001819,4
100001820,4
100001821,3
100001822,3
100001823,4
100001824,3
100001825,3
100001826,4
100001827,2
100001828,4
100001829,3
100001830,4
100001831,3
100001832,3
100001833,4
100001834,4
100001835,3
100001836,3
100001837,3
100001838,4
100001839,3
100001840,3
100001841,4
100001842,2
100001843,3
100001844,3
100001845,3
100001846,4
100001847,2
100001848,3
100001849,3
100001850,4
100001851,4
100001852,3
100001853,3
100001854,2
100001855,4
100001856,4
100001857,3
100001858,3
100001859,3
100001860,3
100001861,3
100001862,3
100001863,3
100001864,3
100001865,3
100001866,3
100001867,4
100001868,3
100001869,3
100001870,4
100001871,3
100001872,3
100001873,3
100001874,3
100001875,3
100001876,3
100001877,3
100001878,3
100001879,3
100001880,2
100001881,2
100001882,3
100001883,3
100001884,4
100001885,3
100001886,3
100001887,3
100001888,4
100001889,4
100001890,3
100001891,3
100001892,3
100001893,3
100001894,4
100001895,3
100001896,3
100001897,4
100001898,3
100001899,3
100001900,4
100001901,3
100001902,3
100001903,2
100001904,2
100001905,4
100001906,3
100001907,2
100001908,3
100001909,3
100001910,3
100001911,3
100001912,2
100001913,4
100001914,2
100001915,3
100001916,4
100001917,4
100001918,4
100001919,4
100001920,3
100001921,3
100001922,3
100001923,3
100001924,3
100001925,3
100001926,4
100001927,3
100001928,3
100001929,3
100001930,3
100001931,4
100001932,3
100001933,4
100001934,3
100001935,4
100001936,2
100001937,3
100001938,3
100001939,3
100001940,4
100001941,4
100001942,3
100001943,3
100001944,3
100001945,3
100001946,3
100001947,3
100001948,4
100001949,3
100001950,4
100001951,4
100001952,2
100001953,3
100001954,2
100001955,4
100001956,3
100001957,4
100001958,3
100001959,3
100001960,3
100001961,4
100001962,3
100001963,3
100001964,3
100001965,3
100001966,3
100001967,4
100001968,3
100001969,2
100001970,2
100001971,4
100001972,3
100001973,3
100001974,3
100001975,4
100001976,3
100001977,3
100001978,3
100001979,3
100001980,4
100001981,3
100001982,4
100001983,4
100001984,4
100001985,2
100001986,2
100001987,4
100001988,3
100001989,3
100001990,3
100001991,3
100001992,2
100001993,3
100001994,3
100001995,2
100001996,3
100001997,4
100001998,3
100001999,3
100002000,3
