ID,Cluster
100000676,3
100000677,3
100000678,3
100000679,0
100000680,1
100000681,0
100000682,2
100000683,1
100000684,0
100000685,3
100000686,3
100000687,1
100000688,3
100000689,3
100000690,3
100000691,1
100000692,1
100000693,3
100000694,2
100000695,1
100000696,0
100000697,2
100000698,2
100000699,1
100000700,3
100000701,1
100000702,3
100000703,0
100000704,3
100000705,1
100000706,3
100000707,3
100000708,1
100000709,1
100000710,2
100000711,3
100000712,1
100000713,3
100000714,2
100000715,3
100000716,0
100000717,3
100000718,3
100000719,3
100000720,3
100000721,3
100000722,1
100000723,1
100000724,0
100000725,1
100000726,2
100000727,2
100000728,1
100000729,0
100000730,3
100000731,3
100000732,2
100000733,2
100000734,3
100000735,1
100000736,1
100000737,3
100000738,2
100000739,3
100000740,1
100000741,3
100000742,2
100000743,3
100000744,3
100000745,3
100000746,2
100000747,1
100000748,2
100000749,1
100000750,2
100000751,0
100000752,1
100000753,1
100000754,1
100000755,0
100000756,1
100000757,0
100000758,2
100000759,2
100000760,2
100000761,0
100000762,1
100000763,2
100000764,3
100000765,1
100000766,2
100000767,2
100000768,1
100000769,3
100000770,0
100000771,1
100000772,3
100000773,3
100000774,0
100000775,0
100000776,1
100000777,3
100000778,1
100000779,3
100000780,0
100000781,3
100000782,0
100000783,2
100000784,1
100000785,0
100000786,2
100000787,3
100000788,2
100000789,0
100000790,3
100000791,1
100000792,3
100000793,1
100000794,0
100000795,3
100000796,1
100000797,0
100000798,1
100000799,0
100000800,2
100000801,0
100000802,2
100000803,1
100000804,2
100000805,1
100000806,3
100000807,2
100000808,0
100000809,0
100000810,1
100000811,1
100000812,2
100000813,3
100000814,0
100000815,3
100000816,0
100000817,0
100000818,1
100000819,3
100000820,1
100000821,1
100000822,1
100000823,2
100000824,2
100000825,3
100000826,1
100000827,1
100000828,3
100000829,3
100000830,3
100000831,3
100000832,1
100000833,3
100000834,3
100000835,1
100000836,2
100000837,1
100000838,1
100000839,0
100000840,0
100000841,3
100000842,2
100000843,1
100000844,2
100000845,3
100000846,3
100000847,0
100000848,1
100000849,0
100000850,2
100000851,1
100000852,3
100000853,2
100000854,2
100000855,3
100000856,1
100000857,1
100000858,1
100000859,1
100000860,3
100000861,3
100000862,1
100000863,1
100000864,3
100000865,2
100000866,1
100000867,1
100000868,3
100000869,3
100000870,1
100000871,3
100000872,3
100000873,1
100000874,1
100000875,2
100000876,3
100000877,3
100000878,1
100000879,1
100000880,3
100000881,3
100000882,0
100000883,2
100000884,0
100000885,0
100000886,0
100000887,3
100000888,3
100000889,3
100000890,3
100000891,3
100000892,2
100000893,2
100000894,3
100000895,2
100000896,3
100000897,1
100000898,3
100000899,1
100000900,3
100000901,3
100000902,0
100000903,3
100000904,2
100000905,3
100000906,1
100000907,2
100000908,1
100000909,2
100000910,1
100000911,1
100000912,1
100000913,1
100000914,3
100000915,2
100000916,3
100000917,3
100000918,0
100000919,3
100000920,3
100000921,1
100000922,3
100000923,1
100000924,1
100000925,0
100000926,2
100000927,1
100000928,3
100000929,0
100000930,2
100000931,2
100000932,1
100000933,2
100000934,3
100000935,1
100000936,3
100000937,1
100000938,3
100000939,3
100000940,3
100000941,3
100000942,2
100000943,2
100000944,2
100000945,0
100000946,3
100000947,3
100000948,3
100000949,2
100000950,3
100000951,2
100000952,1
100000953,3
100000954,3
100000955,1
100000956,0
100000957,2
100000958,2
100000959,2
100000960,3
100000961,1
100000962,0
100000963,3
100000964,3
100000965,1
100000966,1
100000967,2
100000968,0
100000969,3
100000970,2
100000971,1
100000972,2
100000973,2
100000974,3
100000975,1
100000976,0
100000977,0
100000978,3
100000979,2
100000980,1
100000981,0
100000982,3
100000983,3
100000984,3
100000985,2
100000986,1
100000987,3
100000988,0
100000989,3
100000990,2
100000991,2
100000992,2
100000993,1
100000994,3
100000995,0
100000996,1
100000997,3
100000998,2
100000999,1
100001000,3
100001001,0
100001002,0
100001003,3
100001004,3
100001005,0
100001006,0
100001007,0
100001008,0
100001009,0
100001010,3
100001011,0
100001012,3
100001013,0
100001014,0
100001015,0
100001016,3
100001017,0
100001018,0
100001019,0
100001020,0
100001021,1
100001022,0
100001023,0
100001024,0
100001025,0
100001026,3
100001027,0
100001028,0
100001029,3
100001030,0
100001031,0
100001032,1
100001033,0
100001034,0
100001035,3
100001036,0
100001037,0
100001038,0
100001039,0
100001040,0
100001041,0
100001042,0
100001043,0
100001044,3
100001045,0
100001046,3
100001047,0
100001048,3
100001049,0
100001050,0
100001051,0
100001052,0
100001053,3
100001054,0
100001055,0
100001056,0
100001057,0
100001058,3
100001059,0
100001060,0
100001061,3
100001062,0
100001063,0
100001064,0
100001065,0
100001066,0
100001067,0
100001068,3
100001069,3
100001070,0
100001071,0
100001072,0
100001073,0
100001074,3
100001075,3
100001076,0
100001077,0
100001078,0
100001079,0
100001080,0
100001081,3
100001082,0
100001083,3
100001084,0
100001085,0
100001086,0
100001087,3
100001088,0
100001089,0
100001090,0
100001091,0
100001092,1
100001093,3
100001094,0
100001095,0
100001096,1
100001097,0
100001098,0
100001099,0
100001100,0
100001101,2
100001102,2
100001103,0
100001104,3
100001105,0
100001106,3
100001107,0
100001108,3
100001109,1
100001110,0
100001111,0
100001112,3
100001113,0
100001114,1
100001115,3
100001116,0
100001117,3
100001118,3
100001119,1
100001120,2
100001121,3
100001122,0
100001123,3
100001124,3
100001125,1
100001126,2
100001127,3
100001128,0
100001129,3
100001130,0
100001131,3
100001132,0
100001133,3
100001134,2
100001135,0
100001136,3
100001137,3
100001138,3
100001139,0
100001140,3
100001141,1
100001142,1
100001143,0
100001144,0
100001145,3
100001146,3
100001147,3
100001148,0
100001149,1
100001150,3
100001151,3
100001152,0
100001153,2
100001154,1
100001155,0
100001156,3
100001157,2
100001158,3
100001159,3
100001160,3
100001161,1
100001162,3
100001163,3
100001164,3
100001165,1
100001166,3
100001167,3
100001168,3
100001169,0
100001170,3
100001171,3
100001172,2
100001173,3
100001174,0
100001175,2
100001176,3
100001177,2
100001178,1
100001179,3
100001180,3
100001181,2
100001182,3
100001183,3
100001184,2
100001185,2
100001186,0
100001187,3
100001188,2
100001189,3
100001190,2
100001191,0
100001192,1
100001193,3
100001194,2
100001195,1
100001196,3
100001197,0
100001198,3
100001199,2
100001200,3
100001201,3
100001202,2
100001203,2
100001204,2
100001205,3
100001206,2
100001207,3
100001208,0
100001209,2
100001210,3
100001211,3
100001212,2
100001213,1
100001214,3
100001215,3
100001216,3
100001217,2
100001218,3
100001219,0
100001220,3
100001221,0
100001222,1
100001223,3
100001224,0
100001225,3
100001226,2
100001227,2
100001228,0
100001229,2
100001230,3
100001231,1
100001232,1
100001233,3
100001234,3
100001235,3
100001236,3
100001237,1
100001238,0
100001239,3
100001240,0
100001241,1
100001242,0
100001243,1
100001244,2
100001245,2
100001246,1
100001247,2
100001248,2
100001249,1
100001250,2
100001251,1
100001252,3
100001253,3
100001254,1
100001255,0
100001256,3
100001257,3
100001258,0
100001259,1
100001260,3
100001261,3
100001262,1
100001263,3
100001264,2
100001265,0
100001266,1
100001267,3
100001268,3
100001269,1
100001270,3
100001271,3
100001272,3
100001273,0
100001274,1
100001275,0
100001276,3
100001277,0
100001278,0
100001279,3
100001280,1
100001281,2
100001282,0
100001283,3
100001284,3
100001285,1
100001286,0
100001287,0
100001288,1
100001289,2
100001290,2
100001291,3
100001292,2
100001293,2
100001294,0
100001295,3
100001296,2
100001297,3
100001298,0
100001299,3
100001300,2
100001301,1
100001302,0
100001303,1
100001304,1
100001305,0
100001306,1
100001307,1
100001308,1
100001309,1
100001310,1
100001311,1
100001312,1
100001313,1
100001314,1
100001315,1
100001316,1
100001317,0
100001318,1
100001319,1
100001320,1
100001321,1
100001322,2
100001323,1
100001324,1
100001325,2
100001326,1
100001327,1
100001328,1
100001329,2
100001330,1
100001331,0
100001332,0
100001333,1
100001334,2
100001335,1
100001336,2
100001337,1
100001338,1
100001339,1
100001340,1
100001341,1
100001342,1
100001343,1
100001344,0
100001345,1
100001346,1
100001347,1
100001348,1
100001349,1
100001350,2
100001351,2
100001352,1
100001353,1
100001354,0
100001355,1
100001356,1
100001357,2
100001358,1
100001359,2
100001360,0
100001361,1
100001362,1
100001363,1
100001364,1
100001365,1
100001366,1
100001367,3
100001368,1
100001369,2
100001370,2
100001371,1
100001372,3
100001373,1
100001374,2
100001375,2
100001376,2
100001377,1
100001378,1
100001379,1
100001380,2
100001381,1
100001382,2
100001383,1
100001384,1
100001385,1
100001386,1
100001387,1
100001388,1
100001389,1
100001390,1
100001391,2
100001392,0
100001393,1
100001394,0
100001395,0
100001396,1
100001397,1
100001398,0
100001399,1
100001400,1
100001401,1
100001402,1
100001403,3
100001404,1
100001405,1
100001406,1
100001407,2
100001408,1
100001409,1
100001410,1
100001411,0
100001412,2
100001413,1
100001414,0
100001415,1
100001416,3
100001417,2
100001418,1
100001419,1
100001420,1
100001421,1
100001422,1
100001423,1
100001424,1
100001425,1
100001426,1
100001427,1
100001428,1
100001429,0
100001430,1
100001431,3
100001432,1
100001433,0
100001434,2
100001435,1
100001436,2
100001437,1
100001438,1
100001439,2
100001440,1
100001441,1
100001442,1
100001443,1
100001444,1
100001445,2
100001446,2
100001447,2
100001448,2
100001449,2
100001450,1
100001451,1
100001452,3
100001453,1
100001454,1
100001455,1
100001456,1
100001457,0
100001458,2
100001459,1
100001460,0
100001461,2
100001462,1
100001463,3
100001464,2
100001465,1
100001466,1
100001467,1
100001468,0
100001469,1
100001470,0
100001471,1
100001472,0
100001473,2
100001474,2
100001475,1
100001476,1
100001477,1
100001478,0
100001479,2
100001480,1
100001481,0
100001482,1
100001483,1
100001484,0
100001485,1
100001486,1
100001487,1
100001488,1
100001489,1
100001490,1
100001491,1
100001492,1
100001493,1
100001494,1
100001495,1
100001496,0
100001497,1
100001498,1
100001499,1
100001500,1
100001501,2
100001502,1
100001503,1
100001504,2
100001505,1
100001506,1
100001507,1
100001508,2
100001509,2
100001510,0
100001511,0
100001512,1
100001513,0
100001514,1
100001515,1
100001516,1
100001517,1
100001518,1
100001519,1
100001520,1
100001521,1
100001522,1
100001523,1
100001524,1
100001525,1
100001526,1
100001527,1
100001528,1
100001529,2
100001530,2
100001531,1
100001532,1
100001533,0
100001534,1
100001535,1
100001536,2
100001537,1
100001538,2
100001539,0
100001540,1
100001541,1
100001542,1
100001543,1
100001544,2
100001545,1
100001546,3
100001547,1
100001548,2
100001549,2
100001550,1
100001551,3
100001552,1
100001553,2
100001554,2
100001555,2
100001556,1
100001557,1
100001558,1
100001559,2
100001560,1
100001561,2
100001562,1
100001563,1
100001564,1
100001565,1
100001566,1
100001567,1
100001568,1
100001569,1
100001570,2
100001571,0
100001572,1
100001573,0
100001574,2
100001575,1
100001576,1
100001577,0
100001578,1
100001579,1
100001580,1
100001581,1
100001582,1
100001583,1
100001584,1
100001585,1
100001586,2
100001587,1
100001588,1
100001589,1
100001590,0
100001591,2
100001592,1
100001593,0
100001594,1
100001595,3
100001596,2
100001597,1
100001598,1
100001599,1
100001600,1
100001601,1
100001602,2
100001603,2
100001604,1
100001605,1
100001606,1
100001607,2
100001608,2
100001609,2
100001610,2
100001611,1
100001612,2
100001613,1
100001614,2
100001615,2
100001616,0
100001617,1
100001618,2
100001619,2
100001620,2
100001621,2
100001622,2
100001623,2
100001624,2
100001625,2
100001626,2
100001627,1
100001628,2
100001629,1
100001630,1
100001631,2
100001632,1
100001633,1
100001634,1
100001635,2
100001636,1
100001637,2
100001638,2
100001639,2
100001640,2
100001641,1
100001642,2
100001643,2
100001644,2
100001645,2
100001646,1
100001647,2
100001648,2
100001649,1
100001650,1
100001651,2
100001652,1
100001653,2
100001654,2
100001655,1
100001656,1
100001657,2
100001658,1
100001659,1
100001660,1
100001661,2
100001662,1
100001663,2
100001664,2
100001665,1
100001666,1
100001667,1
100001668,1
100001669,1
100001670,1
100001671,1
100001672,1
100001673,2
100001674,2
100001675,1
100001676,2
100001677,2
100001678,1
100001679,1
100001680,3
100001681,2
100001682,1
100001683,2
100001684,1
100001685,1
100001686,1
100001687,2
100001688,2
100001689,1
100001690,1
100001691,1
100001692,2
100001693,2
100001694,1
100001695,2
100001696,2
100001697,1
100001698,2
100001699,1
100001700,1
100001701,1
100001702,1
100001703,2
100001704,1
100001705,2
100001706,1
100001707,2
100001708,2
100001709,1
100001710,1
100001711,2
100001712,1
100001713,1
100001714,2
100001715,2
100001716,1
100001717,1
100001718,1
100001719,2
100001720,1
100001721,1
100001722,1
100001723,1
100001724,1
100001725,2
100001726,2
100001727,2
100001728,2
100001729,1
100001730,2
100001731,1
100001732,1
100001733,1
100001734,1
100001735,2
100001736,1
100001737,2
100001738,1
100001739,1
100001740,1
100001741,0
100001742,2
100001743,2
100001744,2
100001745,2
100001746,1
100001747,2
100001748,1
100001749,2
100001750,2
100001751,1
100001752,1
100001753,2
100001754,2
100001755,1
100001756,1
100001757,1
100001758,2
100001759,1
100001760,1
100001761,2
100001762,2
100001763,2
100001764,1
100001765,2
100001766,2
100001767,2
100001768,2
100001769,2
100001770,1
100001771,1
100001772,2
100001773,2
100001774,1
100001775,2
100001776,2
100001777,1
100001778,2
100001779,1
100001780,2
100001781,1
100001782,1
100001783,1
100001784,2
100001785,1
100001786,2
100001787,1
100001788,2
100001789,1
100001790,2
100001791,2
100001792,2
100001793,2
100001794,2
100001795,1
100001796,2
100001797,1
100001798,2
100001799,1
100001800,2
100001801,2
100001802,0
100001803,2
100001804,1
100001805,2
100001806,3
100001807,2
100001808,2
100001809,2
100001810,2
100001811,1
100001812,2
100001813,2
100001814,2
100001815,2
100001816,1
100001817,2
100001818,1
100001819,2
100001820,1
100001821,1
100001822,2
100001823,1
100001824,1
100001825,2
100001826,1
100001827,1
100001828,1
100001829,1
100001830,1
100001831,1
100001832,2
100001833,1
100001834,1
100001835,1
100001836,1
100001837,2
100001838,1
100001839,2
100001840,2
100001841,1
100001842,2
100001843,1
100001844,1
100001845,2
100001846,1
100001847,2
100001848,1
100001849,1
100001850,1
100001851,1
100001852,1
100001853,1
100001854,2
100001855,1
100001856,1
100001857,1
100001858,2
100001859,2
100001860,2
100001861,2
100001862,1
100001863,2
100001864,1
100001865,2
100001866,2
100001867,0
100001868,1
100001869,2
100001870,2
100001871,2
100001872,2
100001873,2
100001874,2
100001875,0
100001876,2
100001877,2
100001878,2
100001879,2
100001880,1
100001881,1
100001882,2
100001883,1
100001884,1
100001885,1
100001886,2
100001887,1
100001888,2
100001889,2
100001890,2
100001891,2
100001892,2
100001893,2
100001894,1
100001895,2
100001896,2
100001897,1
100001898,2
100001899,2
100001900,1
100001901,1
100001902,2
100001903,2
100001904,2
100001905,1
100001906,1
100001907,2
100001908,2
100001909,1
100001910,1
100001911,1
100001912,2
100001913,1
100001914,2
100001915,2
100001916,1
100001917,1
100001918,1
100001919,1
100001920,1
100001921,1
100001922,1
100001923,1
100001924,2
100001925,2
100001926,1
100001927,2
100001928,2
100001929,1
100001930,1
100001931,2
100001932,2
100001933,1
100001934,2
100001935,1
100001936,1
100001937,2
100001938,2
100001939,2
100001940,1
100001941,1
100001942,2
100001943,2
100001944,2
100001945,1
100001946,2
100001947,2
100001948,1
100001949,2
100001950,1
100001951,1
100001952,2
100001953,1
100001954,2
100001955,1
100001956,2
100001957,1
100001958,2
100001959,2
100001960,2
100001961,1
100001962,1
100001963,1
100001964,1
100001965,2
100001966,2
100001967,1
100001968,1
100001969,1
100001970,2
100001971,1
100001972,1
100001973,1
100001974,1
100001975,1
100001976,2
100001977,2
100001978,2
100001979,2
100001980,1
100001981,2
100001982,1
100001983,1
100001984,1
100001985,1
100001986,1
100001987,1
100001988,2
100001989,1
100001990,1
100001991,1
100001992,0
100001993,2
100001994,2
100001995,2
100001996,2
100001997,1
100001998,2
100001999,1
100002000,2
